order_no,id,orderTime,recipeOrdered
13878,135,14:55:11,26
13879,134,17:32:38,25
13880,133,09:51:37,24
13881,132,04:20:17,23
13882,131,17:39:55,22
13883,130,16:41:02,21
13884,129,16:34:41,20
13885,128,09:49:50,19
13886,127,06:51:29,18
13887,126,09:27:52,17
13888,125,11:43:37,16
13889,124,14:58:48,15
13890,123,15:52:47,14
13891,122,08:28:39,13
13892,121,13:28:43,12
13893,120,15:51:28,11
13894,119,09:58:40,10
13895,118,04:13:25,9
13896,117,03:48:52,8
13897,116,10:41:41,7
13898,115,19:13:13,6
13899,114,13:12:21,5
13900,113,15:22:30,4
13901,112,01:12:00,3
13902,111,14:19:35,2
13903,110,00:22:15,1
13904,109,18:35:56,0
13905,108,08:57:59,26
13906,107,03:02:58,25
13907,106,16:43:38,24
13908,105,07:47:46,23
13909,104,04:53:51,22
13910,103,01:54:02,21
13911,102,16:51:33,20
13912,101,19:38:59,19
13913,100,08:10:15,18
13914,99,23:55:25,17
13915,98,13:08:44,16
13916,97,23:46:15,15
13917,96,20:49:43,14
13918,95,15:46:28,13
13919,94,00:54:34,12
13920,93,21:08:26,11
13921,92,07:31:36,10
13922,91,14:39:20,9
13923,90,14:26:45,8
13924,89,04:49:41,7
13925,88,13:57:58,6
13926,87,08:08:24,5
13927,86,11:42:30,4
13928,85,15:33:48,3
13929,84,14:39:52,2
13930,83,23:51:08,1
13931,82,05:30:36,0
13932,81,21:37:30,26
13933,80,06:26:42,25
13934,79,18:12:29,24
13935,78,07:05:19,23
13936,77,08:00:04,22
13937,76,12:24:03,21
13938,75,02:05:20,20
13939,74,15:57:50,19
13940,73,00:12:46,18
13941,72,07:45:06,17
13942,71,18:07:48,16
13943,70,15:43:10,15
13944,69,00:32:33,14
13945,68,17:42:53,13
13946,67,01:01:44,12
13947,66,18:18:57,11
13948,65,11:05:52,10
13949,64,15:35:33,9
13950,63,10:22:47,8
13951,62,12:10:34,7
13952,61,06:31:26,6
13953,60,22:01:49,5
13954,59,02:10:45,4
13955,58,13:05:10,3
13956,57,00:26:12,2
13957,56,23:26:01,1
13958,55,02:29:44,0
13959,54,05:57:54,26
13960,53,09:00:44,25
13961,52,20:20:17,24
13962,51,18:33:55,23
13963,50,04:26:43,22
13964,49,03:50:58,21
13965,48,18:43:25,20
13966,47,15:25:02,19
13967,46,23:37:44,18
13968,45,15:38:10,17
13969,44,21:14:22,16
13970,43,16:05:05,15
13971,42,14:21:36,14
13972,41,12:09:35,13
13973,40,19:21:59,12
13974,39,19:52:48,11
13975,38,06:27:11,10
13976,37,18:40:40,9
13977,36,05:20:45,8
13978,35,18:43:56,7
13979,34,00:13:22,6
13980,33,06:37:53,5
13981,32,04:51:52,4
13982,31,15:34:01,3
13983,30,23:43:36,2
13984,29,12:48:22,1
13985,28,18:24:58,0
13986,27,10:46:03,26
13987,26,09:10:15,25
13988,25,11:03:07,24
13989,24,04:42:58,23
13990,23,23:54:38,22
13991,22,09:05:37,21
13992,21,19:59:48,20
13993,20,10:46:22,19
13994,19,00:08:27,18
13995,18,10:19:40,17
13996,17,04:53:23,16
13997,16,20:59:29,15
13998,15,19:31:19,14
13999,14,08:36:41,13
14000,13,04:25:16,12
14001,12,13:15:39,11
14002,11,16:02:51,10
14003,10,03:21:57,9
14004,9,21:30:20,8
14005,8,02:59:19,7
14006,7,04:37:21,6
14007,6,00:39:49,5
14008,5,23:36:56,4
14009,4,06:51:18,3
14010,3,02:08:50,2
14011,2,00:13:18,1
14012,1,18:57:42,0
14013,0,15:55:04,26
14014,-1,14:23:10,25
14015,999,00:36:39,24
14016,998,05:56:55,23
14017,997,23:36:19,22
14018,996,17:46:27,21
14019,995,17:05:27,20
14020,994,20:49:35,19
14021,993,20:51:22,18
14022,992,00:27:15,17
14023,991,11:39:52,16
14024,990,13:43:51,15
14025,989,01:37:08,14
14026,988,16:29:42,13
14027,987,17:42:10,12
14028,986,03:41:38,11
14029,985,03:53:43,10
14030,984,22:01:10,9
14031,983,21:00:09,8
14032,982,12:41:28,7
14033,981,04:45:05,6
14034,980,09:19:00,5
14035,979,15:48:48,4
14036,978,08:23:58,3
14037,977,20:36:57,2
14038,976,15:56:22,1
14039,975,13:22:35,0
14040,974,09:38:44,26
14041,973,05:05:10,25
14042,972,00:41:29,24
14043,971,01:59:13,23
14044,970,18:23:52,22
14045,969,23:13:10,21
14046,968,03:37:21,20
14047,967,07:40:39,19
14048,966,06:21:03,18
14049,965,13:51:24,17
14050,964,18:58:09,16
14051,963,15:01:48,15
14052,962,06:33:14,14
14053,961,01:56:17,13
14054,960,00:19:27,12
14055,959,18:53:27,11
14056,958,09:21:20,10
14057,957,21:37:42,9
14058,956,15:47:09,8
14059,955,19:50:38,7
14060,954,01:31:23,6
14061,953,22:23:49,5
14062,952,07:35:42,4
14063,951,13:31:35,3
14064,950,18:38:41,2
14065,949,13:23:10,1
14066,948,14:57:59,0
14067,947,03:13:31,26
14068,946,16:13:26,25
14069,945,11:02:16,24
14070,944,07:21:34,23
14071,943,17:10:38,22
14072,942,14:55:33,21
14073,941,08:57:17,20
14074,940,17:37:48,19
14075,939,15:25:39,18
14076,938,23:59:14,17
14077,937,06:38:22,16
14078,936,00:01:14,15
14079,935,09:17:26,14
14080,934,15:30:11,13
14081,933,17:44:58,12
14082,932,14:21:02,11
14083,931,19:02:41,10
14084,930,21:46:57,9
14085,929,18:01:24,8
14086,928,17:13:20,7
14087,927,23:27:03,6
14088,926,03:17:45,5
14089,925,10:39:08,4
14090,924,22:08:43,3
14091,923,03:55:57,2
14092,922,20:39:52,1
14093,921,20:08:26,0
14094,920,10:04:36,26
14095,919,13:32:00,25
14096,918,18:22:51,24
14097,917,18:22:01,23
14098,916,12:45:32,22
14099,915,01:00:00,21
14100,914,21:49:13,20
14101,913,03:27:54,19
14102,912,16:01:35,18
14103,911,01:44:26,17
14104,910,13:02:42,16
14105,909,07:18:56,15
14106,908,19:02:01,14
14107,907,15:44:26,13
14108,906,06:30:16,12
14109,905,18:51:30,11
14110,904,06:45:09,10
14111,903,13:53:36,9
14112,902,12:33:55,8
14113,901,21:25:31,7
14114,900,01:47:28,6
14115,899,02:38:25,5
14116,898,19:02:27,4
14117,897,04:58:21,3
14118,896,21:18:44,2
14119,895,07:43:33,1
14120,894,06:40:38,0
14121,893,20:03:23,26
14122,892,22:06:12,25
14123,891,00:15:15,24
14124,890,09:34:51,23
14125,889,13:52:50,22
14126,888,09:20:59,21
14127,887,00:30:52,20
14128,886,21:39:20,19
14129,885,16:03:07,18
14130,884,11:46:02,17
14131,883,00:06:26,16
14132,882,17:09:36,15
14133,881,07:20:08,14
14134,880,18:46:45,13
14135,879,20:54:18,12
14136,878,21:50:47,11
14137,877,15:06:58,10
14138,876,23:15:45,9
14139,875,09:25:34,8
14140,874,21:41:30,7
14141,873,20:24:56,6
14142,872,11:06:15,5
14143,871,13:45:51,4
14144,870,00:30:04,3
14145,869,21:11:00,2
14146,868,23:47:54,1
14147,867,15:52:27,0
14148,866,20:33:24,26
14149,865,06:31:14,25
14150,864,05:15:35,24
14151,863,21:00:06,23
14152,862,17:24:21,22
14153,861,08:59:55,21
14154,860,03:49:39,20
14155,859,15:41:18,19
14156,858,23:12:14,18
14157,857,13:47:45,17
14158,856,22:18:29,16
14159,855,03:07:34,15
14160,854,05:04:24,14
14161,853,08:14:03,13
14162,852,18:34:13,12
14163,851,21:36:53,11
14164,850,16:05:16,10
14165,849,23:36:50,9
14166,848,19:03:52,8
14167,847,16:54:39,7
14168,846,16:11:28,6
14169,845,14:15:25,5
14170,844,21:55:15,4
14171,843,04:59:09,3
14172,842,15:35:11,2
14173,841,08:28:25,1
14174,840,21:01:28,0
14175,839,03:13:24,26
14176,838,14:15:14,25
14177,837,03:00:54,24
14178,836,22:16:16,23
14179,835,11:16:15,22
14180,834,11:17:32,21
14181,833,06:39:30,20
14182,832,21:44:20,19
14183,831,02:57:06,18
14184,830,13:35:39,17
14185,829,05:12:31,16
14186,828,17:23:20,15
14187,827,07:42:46,14
14188,826,17:28:55,13
14189,825,03:00:04,12
14190,824,14:24:20,11
14191,823,22:04:44,10
14192,822,07:05:45,9
14193,821,22:31:07,8
14194,820,23:21:35,7
14195,819,06:18:50,6
14196,818,21:45:22,5
14197,817,08:45:22,4
14198,816,01:27:21,3
14199,815,17:14:07,2
14200,814,09:46:02,1
14201,813,07:48:05,0
14202,812,16:55:57,26
14203,811,11:35:16,25
14204,810,16:51:41,24
14205,809,00:27:40,23
14206,808,15:11:45,22
14207,807,15:44:32,21
14208,806,14:04:58,20
14209,805,02:23:28,19
14210,804,05:52:29,18
14211,803,05:15:45,17
14212,802,06:53:11,16
14213,801,20:52:40,15
14214,800,12:21:42,14
14215,799,03:28:45,13
14216,798,21:00:29,12
14217,797,19:20:14,11
14218,796,14:55:18,10
14219,795,10:46:16,9
14220,794,02:03:34,8
14221,793,12:52:18,7
14222,792,03:26:00,6
14223,791,01:43:25,5
14224,790,12:19:06,4
14225,789,00:16:26,3
14226,788,21:47:01,2
14227,787,00:49:36,1
14228,786,03:36:30,0
14229,785,00:54:31,26
14230,784,15:44:08,25
14231,783,16:57:16,24
14232,782,16:43:54,23
14233,781,14:17:24,22
14234,780,00:35:19,21
14235,779,17:39:33,20
14236,778,09:36:05,19
14237,777,04:25:01,18
14238,776,19:39:42,17
14239,775,01:08:58,16
14240,774,06:24:41,15
14241,773,17:39:27,14
14242,772,08:11:22,13
14243,771,17:40:47,12
14244,770,11:18:08,11
14245,769,17:23:50,10
14246,768,02:35:22,9
14247,767,10:32:06,8
14248,766,04:37:50,7
14249,765,15:38:07,6
14250,764,05:59:34,5
14251,763,07:13:54,4
14252,762,13:29:10,3
14253,761,22:58:26,2
14254,760,09:43:53,1
14255,759,00:05:30,0
14256,758,05:24:09,26
14257,757,04:17:53,25
14258,756,01:56:39,24
14259,755,13:31:29,23
14260,754,05:12:55,22
14261,753,11:40:31,21
14262,752,07:07:50,20
14263,751,19:05:52,19
14264,750,01:13:04,18
14265,749,21:15:27,17
14266,748,13:03:47,16
14267,747,10:20:58,15
14268,746,21:40:52,14
14269,745,23:07:24,13
14270,744,13:59:51,12
14271,743,05:18:09,11
14272,742,00:18:05,10
14273,741,19:36:31,9
14274,740,09:47:59,8
14275,739,11:08:49,7
14276,738,20:04:16,6
14277,737,14:13:57,5
14278,736,09:31:17,4
14279,735,14:13:54,3
14280,734,05:40:35,2
14281,733,13:51:39,1
14282,732,15:35:00,0
14283,731,13:19:48,26
14284,730,23:49:34,25
14285,729,17:34:09,24
14286,728,02:48:56,23
14287,727,07:35:24,22
14288,726,09:59:47,21
14289,725,19:40:32,20
14290,724,19:16:45,19
14291,723,08:15:57,18
14292,722,16:08:35,17
14293,721,10:23:00,16
14294,720,17:10:19,15
14295,719,11:00:19,14
14296,718,13:05:59,13
14297,717,02:44:58,12
14298,716,10:55:34,11
14299,715,13:43:11,10
14300,714,20:27:38,9
14301,713,07:55:03,8
14302,712,22:07:52,7
14303,711,14:50:07,6
14304,710,20:01:50,5
14305,709,22:14:12,4
14306,708,07:27:17,3
14307,707,11:52:13,2
14308,706,22:54:39,1
14309,705,11:19:08,0
14310,704,21:11:03,26
14311,703,14:41:52,25
14312,702,23:34:48,24
14313,701,14:15:17,23
14314,700,21:26:31,22
14315,699,13:23:50,21
14316,698,09:24:13,20
14317,697,10:08:57,19
14318,696,13:12:44,18
14319,695,23:50:52,17
14320,694,15:47:23,16
14321,693,12:58:19,15
14322,692,20:09:33,14
14323,691,15:06:05,13
14324,690,13:33:46,12
14325,689,02:51:48,11
14326,688,23:17:09,10
14327,687,16:48:49,9
14328,686,17:32:32,8
14329,685,04:21:16,7
14330,684,09:39:40,6
14331,683,17:13:24,5
14332,682,15:54:40,4
14333,681,01:00:36,3
14334,680,11:42:35,2
14335,679,12:50:41,1
14336,678,20:30:48,0
14337,677,19:19:32,26
14338,676,14:59:38,25
14339,675,19:05:57,24
14340,674,00:04:34,23
14341,673,15:18:31,22
14342,672,08:43:35,21
14343,671,06:31:43,20
14344,670,05:21:57,19
14345,669,17:06:04,18
14346,668,11:02:04,17
14347,667,12:38:45,16
14348,666,11:02:05,15
14349,665,14:17:17,14
14350,664,06:50:41,13
14351,663,22:47:19,12
14352,662,15:14:34,11
14353,661,09:49:06,10
14354,660,07:40:03,9
14355,659,15:44:56,8
14356,658,22:02:04,7
14357,657,04:01:51,6
14358,656,02:39:39,5
14359,655,16:06:29,4
14360,654,23:37:15,3
14361,653,15:46:01,2
14362,652,01:30:33,1
14363,651,12:25:43,0
14364,650,01:55:34,26
14365,649,02:44:31,25
14366,648,07:32:52,24
14367,647,20:16:06,23
14368,646,20:43:39,22
14369,645,22:22:59,21
14370,644,02:36:41,20
14371,643,16:53:52,19
14372,642,14:38:01,18
14373,641,03:09:24,17
14374,640,07:16:04,16
14375,639,19:36:52,15
14376,638,03:52:19,14
14377,637,22:20:14,13
14378,636,21:26:01,12
14379,635,19:14:30,11
14380,634,10:19:48,10
14381,633,15:03:44,9
14382,632,12:15:47,8
14383,631,19:11:45,7
14384,630,15:48:14,6
14385,629,21:13:21,5
14386,628,05:15:06,4
14387,627,00:53:35,3
14388,626,08:11:20,2
14389,625,08:55:27,1
14390,624,18:20:22,0
14391,623,00:34:33,26
14392,622,06:05:56,25
14393,621,03:16:04,24
14394,620,06:04:04,23
14395,619,11:39:56,22
14396,618,06:53:44,21
14397,617,22:42:33,20
14398,616,18:06:15,19
14399,615,14:42:08,18
14400,614,15:20:14,17
14401,613,05:23:39,16
14402,612,00:31:49,15
14403,611,11:39:36,14
14404,610,17:14:55,13
14405,609,18:12:53,12
14406,608,00:52:59,11
14407,607,16:34:17,10
14408,606,16:31:17,9
14409,605,08:02:48,8
14410,604,12:13:43,7
14411,603,18:54:14,6
14412,602,10:22:29,5
14413,601,16:24:01,4
14414,600,10:34:50,3
14415,599,08:54:16,2
14416,598,21:56:38,1
14417,597,22:16:02,0
14418,596,16:18:46,26
14419,595,20:30:23,25
14420,594,02:07:05,24
14421,593,02:37:33,23
14422,592,16:14:15,22
14423,591,11:15:25,21
14424,590,18:27:31,20
14425,589,19:22:20,19
14426,588,18:55:23,18
14427,587,07:29:23,17
14428,586,03:04:08,16
14429,585,20:52:18,15
14430,584,20:11:47,14
14431,583,20:49:19,13
14432,582,10:50:06,12
14433,581,18:46:33,11
14434,580,09:37:07,10
14435,579,06:06:20,9
14436,578,09:06:53,8
14437,577,08:41:48,7
14438,576,09:45:21,6
14439,575,12:45:51,5
14440,574,03:00:32,4
14441,573,21:01:23,3
14442,572,18:58:30,2
14443,571,19:55:16,1
14444,570,23:46:52,0
14445,569,11:21:25,26
14446,568,11:39:01,25
14447,567,23:57:35,24
14448,566,23:10:51,23
14449,565,05:36:46,22
14450,564,10:03:30,21
14451,563,10:51:25,20
14452,562,05:43:52,19
14453,561,05:39:22,18
14454,560,19:54:54,17
14455,559,09:38:47,16
14456,558,17:57:25,15
14457,557,07:51:46,14
14458,556,22:43:22,13
14459,555,15:08:12,12
14460,554,02:39:36,11
14461,553,07:21:32,10
14462,552,18:51:36,9
14463,551,10:15:49,8
14464,550,17:34:17,7
14465,549,10:27:22,6
14466,548,01:42:28,5
14467,547,21:10:54,4
14468,546,17:30:06,3
14469,545,15:09:42,2
14470,544,08:34:28,1
14471,543,07:03:20,0
14472,542,20:56:54,26
14473,541,03:22:49,25
14474,540,18:48:08,24
14475,539,15:07:37,23
14476,538,06:22:50,22
14477,537,00:59:10,21
14478,536,14:09:07,20
14479,535,00:50:11,19
14480,534,21:54:29,18
14481,533,13:00:17,17
14482,532,17:46:21,16
14483,531,08:45:27,15
14484,530,03:03:32,14
14485,529,00:12:58,13
14486,528,16:18:53,12
14487,527,04:46:14,11
14488,526,03:06:32,10
14489,525,23:31:06,9
14490,524,09:00:17,8
14491,523,07:19:04,7
14492,522,23:14:06,6
14493,521,01:04:37,5
14494,520,05:21:11,4
14495,519,13:07:19,3
14496,518,15:14:49,2
14497,517,17:09:35,1
14498,516,10:16:47,0
14499,515,12:28:10,26
14500,514,00:29:47,25
14501,513,04:41:23,24
14502,512,19:54:50,23
14503,511,22:12:34,22
14504,510,16:40:12,21
14505,509,14:59:43,20
14506,508,10:54:54,19
14507,507,08:21:30,18
14508,506,12:15:30,17
14509,505,17:27:08,16
14510,504,19:21:55,15
14511,503,05:22:38,14
14512,502,01:23:31,13
14513,501,23:01:33,12
14514,500,13:19:25,11
14515,499,16:21:14,10
14516,498,06:54:24,9
14517,497,17:30:28,8
14518,496,23:43:08,7
14519,495,18:26:11,6
14520,494,02:06:36,5
14521,493,10:41:19,4
14522,492,12:54:07,3
14523,491,22:01:03,2
14524,490,23:14:00,1
14525,489,01:09:07,0
14526,488,18:40:38,26
14527,487,18:32:42,25
14528,486,10:03:36,24
14529,485,05:19:03,23
14530,484,22:24:09,22
14531,483,23:43:38,21
14532,482,16:57:15,20
14533,481,00:28:59,19
14534,480,17:23:17,18
14535,479,10:50:29,17
14536,478,14:06:08,16
14537,477,15:46:21,15
14538,476,10:46:39,14
14539,475,02:05:13,13
14540,474,17:46:17,12
14541,473,03:54:29,11
14542,472,06:44:58,10
14543,471,04:32:25,9
14544,470,14:23:18,8
14545,469,23:04:17,7
14546,468,14:59:38,6
14547,467,14:27:37,5
14548,466,04:06:38,4
14549,465,16:48:06,3
14550,464,22:09:13,2
14551,463,21:14:57,1
14552,462,18:40:27,0
14553,461,04:49:23,26
14554,460,02:43:13,25
14555,459,12:32:39,24
14556,458,00:10:26,23
14557,457,21:06:06,22
14558,456,19:22:50,21
14559,455,22:36:05,20
14560,454,07:59:38,19
14561,453,23:07:50,18
14562,452,10:25:48,17
14563,451,05:13:24,16
14564,450,22:46:23,15
14565,449,22:36:41,14
14566,448,14:35:11,13
14567,447,06:33:46,12
14568,446,16:35:07,11
14569,445,12:49:44,10
14570,444,06:03:48,9
14571,443,16:47:57,8
14572,442,03:28:10,7
14573,441,19:32:25,6
14574,440,07:50:10,5
14575,439,05:22:28,4
14576,438,09:29:46,3
14577,437,11:31:29,2
14578,436,07:34:50,1
14579,435,03:51:36,0
14580,434,03:33:10,26
14581,433,12:34:24,25
14582,432,05:29:26,24
14583,431,21:39:47,23
14584,430,10:29:45,22
14585,429,14:21:00,21
14586,428,20:29:51,20
14587,427,02:13:58,19
14588,426,16:10:21,18
14589,425,03:03:38,17
14590,424,13:01:04,16
14591,423,06:47:46,15
14592,422,09:37:17,14
14593,421,01:57:16,13
14594,420,20:59:40,12
14595,419,21:09:09,11
14596,418,12:13:16,10
14597,417,18:06:39,9
14598,416,04:04:10,8
14599,415,11:10:22,7
14600,414,14:52:29,6
14601,413,09:35:51,5
14602,412,07:01:02,4
14603,411,06:42:36,3
14604,410,01:50:49,2
14605,409,20:36:48,1
14606,408,16:33:14,0
14607,407,10:44:19,26
14608,406,03:52:25,25
14609,405,13:13:27,24
14610,404,19:38:45,23
14611,403,20:21:02,22
14612,402,08:00:37,21
14613,401,02:14:45,20
14614,400,16:38:50,19
14615,399,12:55:42,18
14616,398,08:42:57,17
14617,397,07:42:55,16
14618,396,15:34:03,15
14619,395,12:00:01,14
14620,394,00:49:40,13
14621,393,16:52:45,12
14622,392,10:13:47,11
14623,391,06:11:03,10
14624,390,03:50:03,9
14625,389,21:47:29,8
14626,388,22:09:16,7
14627,387,03:43:01,6
14628,386,04:02:46,5
14629,385,18:28:35,4
14630,384,09:24:57,3
14631,383,20:53:02,2
14632,382,13:10:16,1
14633,381,23:59:47,0
14634,380,13:46:43,26
14635,379,08:22:12,25
14636,378,06:54:52,24
14637,377,13:07:50,23
14638,376,10:34:08,22
14639,375,10:20:45,21
14640,374,17:58:57,20
14641,373,19:18:25,19
14642,372,10:18:24,18
14643,371,11:15:57,17
14644,370,08:20:20,16
14645,369,20:54:30,15
14646,368,09:15:26,14
14647,367,00:35:31,13
14648,366,19:14:57,12
14649,365,15:47:00,11
14650,364,22:53:03,10
14651,363,05:44:54,9
14652,362,23:35:52,8
14653,361,03:38:42,7
14654,360,02:00:08,6
14655,359,08:32:50,5
14656,358,03:03:52,4
14657,357,07:42:27,3
14658,356,05:08:34,2
14659,355,05:58:55,1
14660,354,22:12:43,0
14661,353,18:30:50,26
14662,352,07:21:18,25
14663,351,02:24:57,24
14664,350,13:32:08,23
14665,349,22:31:50,22
14666,348,11:18:29,21
14667,347,13:47:43,20
14668,346,19:48:12,19
14669,345,13:31:58,18
14670,344,10:36:49,17
14671,343,11:04:22,16
14672,342,22:12:11,15
14673,341,02:41:38,14
14674,340,23:53:22,13
14675,339,07:14:05,12
14676,338,20:25:03,11
14677,337,07:18:03,10
14678,336,12:11:50,9
14679,335,16:03:48,8
14680,334,02:47:57,7
14681,333,01:05:43,6
14682,332,18:56:08,5
14683,331,23:35:36,4
14684,330,11:17:43,3
14685,329,05:15:52,2
14686,328,02:49:56,1
14687,327,14:58:47,0
14688,326,10:19:33,26
14689,325,02:48:22,25
14690,324,23:44:31,24
14691,323,04:23:32,23
14692,322,08:29:49,22
14693,321,01:32:49,21
14694,320,15:58:16,20
14695,319,18:02:23,19
14696,318,23:53:24,18
14697,317,08:50:26,17
14698,316,10:09:20,16
14699,315,22:02:25,15
14700,314,04:22:12,14
14701,313,07:07:33,13
14702,312,11:05:02,12
14703,311,11:11:58,11
14704,310,07:59:41,10
14705,309,12:50:19,9
14706,308,12:45:37,8
14707,307,07:08:46,7
14708,306,19:50:24,6
14709,305,20:14:54,5
14710,304,16:59:19,4
14711,303,02:13:24,3
14712,302,01:48:59,2
14713,301,17:28:01,1
14714,300,21:08:46,0
14715,299,22:29:57,26
14716,298,00:44:28,25
14717,297,08:00:49,24
14718,296,04:16:49,23
14719,295,23:09:56,22
14720,294,19:20:58,21
14721,293,20:15:34,20
14722,292,10:30:23,19
14723,291,18:24:45,18
14724,290,21:34:03,17
14725,289,08:19:57,16
14726,288,07:38:15,15
14727,287,02:22:01,14
14728,286,17:33:55,13
14729,285,06:42:34,12
14730,284,13:39:15,11
14731,283,19:57:43,10
14732,282,20:21:13,9
14733,281,07:17:36,8
14734,280,10:48:30,7
14735,279,16:53:49,6
14736,278,13:55:13,5
14737,277,16:30:49,4
14738,276,22:01:53,3
14739,275,17:49:58,2
14740,274,03:17:56,1
14741,273,02:25:26,0
14742,272,09:18:29,26
14743,271,03:12:56,25
14744,270,04:44:12,24
14745,269,10:02:48,23
14746,268,13:48:40,22
14747,267,06:19:23,21
14748,266,06:08:20,20
14749,265,13:51:49,19
14750,264,11:49:42,18
14751,263,09:40:15,17
14752,262,00:14:10,16
14753,261,22:55:31,15
14754,260,10:00:24,14
14755,259,04:56:26,13
14756,258,22:09:56,12
14757,257,17:25:45,11
14758,256,01:16:44,10
14759,255,04:27:29,9
14760,254,18:38:10,8
14761,253,22:08:39,7
14762,252,02:44:13,6
14763,251,02:57:31,5
14764,250,21:18:31,4
14765,249,09:43:37,3
14766,248,14:48:48,2
14767,247,05:40:17,1
14768,246,03:49:55,0
14769,245,09:31:16,26
14770,244,04:29:10,25
14771,243,02:29:01,24
14772,242,06:31:35,23
14773,241,13:29:21,22
14774,240,09:28:10,21
14775,239,01:39:53,20
14776,238,06:01:19,19
14777,237,21:31:51,18
14778,236,15:13:07,17
14779,235,21:05:10,16
14780,234,02:47:37,15
14781,233,18:44:27,14
14782,232,02:13:57,13
14783,231,01:20:01,12
14784,230,19:58:54,11
14785,229,16:22:06,10
14786,228,03:44:47,9
14787,227,21:35:51,8
14788,226,07:39:30,7
14789,225,17:21:28,6
14790,224,23:17:41,5
14791,223,21:57:03,4
14792,222,13:54:41,3
14793,221,23:38:33,2
14794,220,18:00:22,1
14795,219,10:37:52,0
14796,218,03:14:30,26
14797,217,11:28:45,25
14798,216,18:53:53,24
14799,215,01:22:26,23
14800,214,20:56:22,22
14801,213,01:09:18,21
14802,212,14:45:47,20
14803,211,11:34:18,19
14804,210,07:13:23,18
14805,209,05:11:08,17
14806,208,05:25:28,16
14807,207,06:39:59,15
14808,206,18:18:49,14
14809,205,08:30:29,13
14810,204,13:15:15,12
14811,203,05:38:47,11
14812,202,13:54:02,10
14813,201,11:38:01,9
14814,200,17:17:52,8
14815,199,17:43:01,7
14816,198,06:48:01,6
14817,197,00:37:18,5
14818,196,10:43:18,4
14819,195,00:19:33,3
14820,194,18:01:41,2
14821,193,10:40:30,1
14822,192,05:50:15,0
14823,191,20:29:36,26
14824,190,09:07:26,25
14825,189,18:50:30,24
14826,188,04:03:51,23
14827,187,10:48:38,22
14828,186,04:07:10,21
14829,185,03:05:01,20
14830,184,00:31:16,19
14831,183,05:45:35,18
14832,182,05:07:04,17
14833,181,18:51:55,16
14834,180,13:33:20,15
14835,179,11:52:30,14
14836,178,19:02:41,13
14837,177,12:58:46,12
14838,176,11:45:49,11
14839,175,05:13:11,10
14840,174,07:59:59,9
14841,173,17:35:26,8
14842,172,14:45:24,7
14843,171,22:42:43,6
14844,170,19:15:10,5
14845,169,23:43:14,4
14846,168,19:59:54,3
14847,167,21:36:06,2
14848,166,21:22:48,1
14849,165,11:02:27,0
14850,164,23:07:14,26
14851,163,00:04:08,25
14852,162,04:02:30,24
14853,161,04:47:53,23
14854,160,18:56:10,22
14855,159,02:36:19,21
14856,158,01:10:00,20
14857,157,18:21:38,19
14858,156,01:54:11,18
14859,155,21:39:05,17
14860,154,11:14:04,16
14861,153,16:54:25,15
14862,152,12:16:45,14
14863,151,10:39:27,13
14864,150,19:05:45,12
14865,149,14:39:40,11
14866,148,17:56:19,10
14867,147,05:08:43,9
14868,146,05:47:29,8
14869,145,16:38:09,7
14870,144,06:46:07,6
14871,143,23:10:40,5
14872,142,00:39:04,4
14873,141,12:30:17,3
14874,140,13:46:24,2
14875,139,14:24:04,1
14876,138,21:07:28,0
14877,137,10:48:39,26
14878,136,19:30:06,25
14879,135,18:43:11,24
14880,134,19:52:59,23
14881,133,13:16:32,22
14882,132,05:27:56,21
14883,131,16:53:55,20
14884,130,03:41:06,19
14885,129,11:31:09,18
14886,128,01:59:51,17
14887,127,05:50:48,16
14888,126,02:46:22,15
14889,125,15:25:55,14
14890,124,17:58:49,13
14891,123,04:01:52,12
14892,122,14:20:59,11
14893,121,08:38:37,10
14894,120,10:51:35,9
14895,119,14:58:19,8
14896,118,02:06:57,7
14897,117,08:04:11,6
14898,116,23:54:43,5
14899,115,13:01:35,4
14900,114,17:42:01,3
14901,113,23:23:02,2
14902,112,10:45:01,1
14903,111,23:23:33,0
14904,110,05:41:35,26
14905,109,02:40:04,25
14906,108,14:17:59,24
14907,107,11:07:54,23
14908,106,18:00:14,22
14909,105,01:56:56,21
14910,104,04:24:31,20
14911,103,17:01:14,19
14912,102,04:28:49,18
14913,101,18:00:24,17
14914,100,05:19:04,16
14915,99,18:34:45,15
14916,98,13:04:24,14
14917,97,00:59:56,13
14918,96,15:34:47,12
14919,95,00:09:11,11
14920,94,06:15:02,10
14921,93,23:17:57,9
14922,92,05:13:38,8
14923,91,15:55:20,7
14924,90,09:48:11,6
14925,89,22:54:40,5
14926,88,20:19:07,4
14927,87,19:59:19,3
14928,86,15:00:06,2
14929,85,21:00:27,1
14930,84,02:21:33,0
14931,83,03:58:06,26
14932,82,11:23:38,25
14933,81,13:36:40,24
14934,80,17:04:40,23
14935,79,16:53:54,22
14936,78,00:49:01,21
14937,77,02:36:19,20
14938,76,06:36:29,19
14939,75,17:57:10,18
14940,74,05:26:26,17
14941,73,12:21:07,16
14942,72,19:38:47,15
14943,71,06:08:26,14
14944,70,14:36:09,13
14945,69,09:02:44,12
14946,68,13:00:04,11
14947,67,03:48:01,10
14948,66,18:44:08,9
14949,65,09:42:31,8
14950,64,14:17:08,7
14951,63,08:56:17,6
14952,62,15:31:58,5
